hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
8644,NaN,22.724993,-41.414347,70.6215,4.840,0.595,K0III,1.027,Gru
8649,NaN,22.726454,-18.830375,132.8021,4.680,-0.936,K3III,1.358,Aqr
8653,NaN,22.728526,10.939370,42.4268,6.510,3.372,G8IV,0.502,Peg
8654,NaN,22.734782,39.465348,212.3142,5.930,-0.705,K5III+...,1.490,Lac
8656,NaN,22.734856,41.819235,78.6782,5.110,0.631,K0III,0.960,Lac
8646,NaN,22.737910,-60.499618,145.9854,6.290,0.468,F3V,0.568,Tuc
8661,NaN,22.746978,52.517208,291.5452,6.430,-0.894,K2,1.541,Lac
8660,NaN,22.757827,19.366561,113.3787,6.270,0.997,G6III:,1.057,Peg
8294,NaN,22.758224,-88.818294,102.7749,6.550,1.491,A7IV,0.292,Oct
8655,NaN,22.760519,-53.500121,127.2265,4.840,-0.683,K2IIICNIV,1.180,Gru
8657,NaN,22.761331,-46.547328,241.5459,5.520,-1.395,K3III,1.302,Gru
8630,NaN,22.767692,-81.381615,45.7666,4.130,0.827,A9IV/V,0.208,Oct
8658,NaN,22.768881,-48.978822,38.0228,6.630,3.730,F9V,0.636,Gru
8666,NaN,22.769497,44.546054,56.9152,5.840,2.064,F0III-IV,0.358,Lac
8659,NaN,22.774518,-49.685790,235.2941,6.490,-0.368,K0III-IV,1.162,Gru
8667,NaN,22.775521,23.565654,111.9821,3.970,-1.276,G8II-III,1.070,Peg
8665,NaN,22.778216,12.172888,16.2973,4.200,3.139,F7V,0.502,Peg
8662,NaN,22.778796,-46.939446,78.3699,6.560,2.089,A5,0.314,Gru
8662,NaN,22.778972,-46.941695,79.4913,10.010,5.508,NaN,0.742,Gru
8668,NaN,22.788658,-34.161722,109.5290,6.280,1.082,K1III,1.145,PsA
8677,NaN,22.789787,58.483031,308.6420,6.330,-1.117,B9.5IV,0.017,Cep
8702,NaN,22.791378,83.153830,96.0615,4.770,-0.143,K3III,1.257,Cep
8670,NaN,22.792535,-19.613375,77.8816,5.240,0.783,G8III,0.941,Aqr
8673,NaN,22.795213,-14.056428,97.3710,5.680,0.738,B9V,-0.016,Aqr
8671,NaN,22.796433,-38.222103,67.9810,6.720,2.558,F6V,0.480,Gru
8674,NaN,22.798943,-25.912028,134.2282,6.310,0.671,G8III,0.913,PsA
8678,NaN,22.803067,37.416688,103.3058,5.820,0.749,G8III:,1.024,Lac
8669,NaN,22.805927,-61.684364,133.1558,6.360,0.738,K0III,1.059,Tuc
8676,NaN,22.808391,-10.555478,111.6071,6.190,0.952,A9III-IV,0.274,Aqr
8675,NaN,22.809239,-51.316864,39.5257,3.490,0.506,A3V,0.083,Gru
8683,NaN,22.812291,62.938410,180.1802,6.070,-0.209,K0,1.194,Cep
8682,NaN,22.813303,54.414892,228.8330,6.140,-0.658,B5Vn,-0.083,Lac
8687,NaN,22.816875,68.570228,63.6943,6.190,2.169,F5,0.440,Cep
8672,NaN,22.821516,-70.347982,105.4852,6.350,1.234,A2V,0.071,Ind
8681,NaN,22.825594,10.478616,64.5578,6.550,2.500,F0IV-V,0.289,Peg
8679,NaN,22.826528,-13.592632,97.3710,4.050,-0.892,K5III,1.570,Aqr
8664,NaN,22.828041,-77.051054,96.8054,6.730,1.801,A7V,0.109,Oct
8694,NaN,22.828020,66.200408,35.3482,3.500,0.758,K0III,1.053,Cep
8688,NaN,22.829521,55.902777,121.8027,5.430,0.002,K1III,1.167,Lac
8680,NaN,22.833118,-32.805457,68.8705,6.340,2.150,F0V,0.317,PsA
8684,NaN,22.833385,24.601579,32.5309,3.510,0.949,M2III,0.933,Peg
8692,NaN,22.836137,50.676917,413.2231,6.230,-1.851,G4Ib,1.129,Lac
8690,NaN,22.839381,41.953394,348.4321,5.910,-1.801,B3IV:var,0.062,Lac
8663,NaN,22.839655,-80.123845,151.0574,5.320,-0.576,B6IV,-0.126,Oct
8691,NaN,22.844204,19.141196,154.7988,6.520,0.571,K0,1.104,Peg
8685,NaN,22.850599,-39.156834,236.9668,5.430,-1.443,K3III,1.444,Gru
8736,NaN,22.850818,85.373739,133.3333,5.890,0.265,K5,1.340,Cep
8693,NaN,22.855817,-29.536309,98.9120,5.990,1.014,G8/K0III,0.907,PsA
8696,NaN,22.856268,61.696740,72.7273,5.610,1.302,G2IV+...,0.775,Cep
8686,NaN,22.862493,-59.881358,143.6782,6.470,0.683,K1IIICN...,1.132,Tuc
8699,NaN,22.867225,43.312417,99.7009,4.950,-0.043,M0III,1.559,Lac
8689,NaN,22.869443,-63.188667,125.4705,6.140,0.647,K0III,1.025,Tuc
8697,NaN,22.873353,9.835664,27.2777,5.160,2.981,F7IV,0.487,Peg
8695,NaN,22.875427,-32.875504,66.0502,4.460,0.361,A0III,-0.037,PsA
8698,NaN,22.876910,-7.579599,118.0638,3.730,-1.631,M2IIIvar,1.626,Aqr
8705,NaN,22.881179,50.412285,263.8522,6.460,-0.647,B8V,-0.047,Lac
8703,NaN,22.883963,16.841194,89.5255,5.860,1.100,K1III SB,1.132,Peg
8707,NaN,22.884383,60.101029,389.1051,6.010,-1.940,K2V:,1.748,Cep
8706,NaN,22.886493,40.167361,304.8780,6.330,-1.091,B7III-IV,-0.074,Lac
8704,NaN,22.891307,-11.616514,253.1646,5.800,-1.217,B8IV/V,-0.082,Aqr
8700,NaN,22.893852,-48.598286,32.6158,6.030,3.463,G3IV,0.621,Gru
8708,NaN,22.894488,44.749163,56.9152,5.790,2.014,A3m,0.282,Lac
8712,NaN,22.901935,40.376907,93.1966,5.820,0.973,K0III,1.136,Lac
8748,NaN,22.906789,84.346177,109.0513,4.700,-0.488,K4III,1.418,Cep
8710,NaN,22.909478,-7.204626,206.1856,6.200,-0.371,K3III,1.284,Aqr
8714,NaN,22.909896,16.941834,418.4100,6.390,-1.718,S51,1.729,Peg
8709,NaN,22.910837,-15.820820,49.2368,3.270,-0.191,A3V,0.066,Aqr
8701,NaN,22.910981,-70.073709,26.7451,6.040,3.904,G4IV-V,0.660,Ind
8711,NaN,22.912632,-16.271957,41.1862,5.530,2.456,K1III,1.111,Aqr
8715,NaN,22.916524,1.064904,108.2251,6.110,0.938,A7III,0.192,Psc
8718,NaN,22.917399,37.076827,39.0168,5.910,2.954,F5II,0.397,Lac
8716,NaN,22.919711,-4.987899,83.4028,5.720,1.114,K0III-IV,0.881,Aqr
8717,NaN,22.920464,8.816166,95.6938,4.910,0.006,A1V,-0.003,Peg
8713,NaN,22.920805,-36.388579,179.8561,6.400,0.125,K2III,1.313,Gru
8723,NaN,22.929029,36.351390,191.2046,5.730,-0.677,B7III,-0.051,Lac
8719,NaN,22.930982,-31.633231,404.8583,6.090,-1.947,K3III,1.358,PsA
8720,NaN,22.932472,-32.539628,47.2590,4.200,0.828,G8III,0.952,PsA
8725,NaN,22.939897,41.603876,390.6250,5.600,-2.359,B2IV,-0.149,Lac
8721,NaN,22.940005,-31.565567,7.6092,6.480,7.073,K4Vp,1.094,PsA
8726,NaN,22.940555,49.733544,490.1961,4.990,-3.462,K5Ibvar,1.778,Lac
8722,NaN,22.946613,-47.969221,74.6269,5.720,1.356,Am...,0.226,Gru
8724,NaN,22.947630,11.848337,98.8142,6.530,1.556,A3Vs,0.170,Peg
8731,NaN,22.951250,48.684068,251.8892,5.340,-1.666,B4IIIpe,-0.102,Lac
8727,NaN,22.954777,-4.810095,119.0476,6.310,0.931,G9III,0.948,Aqr
8729,NaN,22.957770,20.768832,15.6079,5.450,4.483,G5V,0.666,Peg
8730,NaN,22.959112,3.810241,114.2857,6.280,0.990,K1III,1.122,Psc
8728,Fomalhaut,22.960838,-29.622236,7.7036,1.170,1.737,A3V,0.145,PsA
8733,NaN,22.961316,39.308777,471.6981,6.170,-2.198,B2IV-V,-0.148,Lac
8734,NaN,22.970984,-2.395385,19.8570,6.170,4.680,G8IV,0.744,Psc
8735,NaN,22.973239,-1.410209,104.1667,6.380,1.291,F0V,0.366,Psc
8737,NaN,22.976411,9.356859,32.5627,6.430,3.866,G2V+...,0.640,Peg
8732,NaN,22.976391,-35.523231,74.3494,6.150,1.794,F7V,0.582,PsA
8738,NaN,22.978507,7.340074,90.0901,6.350,1.577,A1V,0.052,Psc
8745,NaN,22.985834,59.814655,330.0330,6.460,-1.133,B9III,0.012,Cep
8744,NaN,22.986209,52.654530,220.7506,6.310,-0.410,K2,1.414,And
8739,NaN,22.986615,11.728844,94.3396,5.760,0.887,A7V,0.293,Peg
8742,NaN,22.990960,0.962927,91.6590,5.430,0.619,K1III:,0.982,Psc
8741,NaN,22.993243,-13.070895,272.4796,6.120,-1.057,K3/K4III,1.459,Aqr
8740,NaN,22.993266,-29.462311,95.7854,5.510,0.604,F0V,0.271,PsA
8752,NaN,23.001417,56.945374,100000.0000,5.100,-14.900,G0Ia,1.011,Cas
8743,NaN,23.001607,-25.164180,210.5263,5.660,-0.957,K0IICNIII,1.253,PsA
8746,NaN,23.006843,-25.626846,120.3369,6.300,0.898,K1III,1.124,PsA
8755,NaN,23.009553,45.374808,568.1818,6.510,-2.262,A3V,0.299,And
8750,NaN,23.010530,0.185866,179.5332,6.220,-0.051,G4III,0.892,Psc
8753,NaN,23.011782,31.082964,135.5014,6.600,0.940,B9p...,-0.040,Peg
8751,NaN,23.011917,3.011805,136.6120,5.850,0.173,K4III,1.343,Psc
8747,NaN,23.014677,-52.754137,33.3778,4.110,1.493,G8III,0.960,Gru
8758,NaN,23.015208,38.707844,320.5128,6.570,-0.959,B3Vp,-0.116,And
8749,NaN,23.018763,-50.950028,149.7006,5.680,-0.196,K3III,1.411,Gru
8754,NaN,23.022050,-28.853960,163.9344,5.550,-0.523,K3III,1.349,PsA
8756,NaN,23.023068,-22.790891,120.7729,6.270,0.860,A2V,0.126,Aqr
8757,NaN,23.023234,-7.061153,151.7451,6.230,0.324,K5III,1.418,Aqr
8761,NaN,23.025199,57.105458,303.9514,6.240,-1.174,K2II,1.499,Cas
8759,NaN,23.025475,-4.711461,452.4887,5.940,-2.338,K0,0.992,Aqr
8762,NaN,23.032017,42.325979,210.5263,3.620,-2.997,B6pv SB,-0.099,And
8763,NaN,23.042377,-6.574008,446.4286,6.180,-2.069,M2III,1.590,Aqr
8765,NaN,23.042603,31.781596,114.4165,6.560,1.268,F2IV,0.342,Peg
8760,NaN,23.042804,-36.420880,126.2626,6.460,0.954,K1III,0.938,Gru
8766,NaN,23.043436,42.757795,129.1990,5.090,-0.466,A3Vn,0.094,And
8770,NaN,23.045525,55.236383,260.4167,6.510,-0.568,B9III He wk,-0.079,Cas
8764,NaN,23.045626,-20.870712,73.4754,5.970,1.639,K0III,0.946,Aqr
8768,NaN,23.045875,44.058750,325.7329,6.370,-1.194,B2V,-0.020,And
8778,NaN,23.055933,58.563854,87.3362,6.430,1.724,G8IV,0.898,Cas
8777,NaN,23.056586,60.445409,478.4689,6.740,-1.659,B2V,-0.044,Cep
8767,NaN,23.058280,-34.749412,29.4204,5.120,2.777,A9V,0.305,PsA
8779,NaN,23.059128,67.209210,126.7427,5.250,-0.265,K3III,1.248,Cep
8775,Scheat,23.062901,28.082789,60.0962,2.440,-1.454,M2II-IIIvar,1.655,Peg
8773,NaN,23.064615,3.820045,125.1564,4.480,-1.007,B6Ve,-0.115,Psc
8772,NaN,23.065909,-4.794861,29.3858,6.680,4.339,F8V,0.581,Aqr
8771,NaN,23.066566,-41.478896,95.3289,5.790,0.894,K0III,1.069,Gru
8776,NaN,23.066883,6.616338,88.6525,6.420,1.682,F2V,0.417,Psc
8780,NaN,23.069702,50.052091,54.1712,4.640,0.971,K0III,1.058,And
8774,NaN,23.077668,-53.964905,111.6071,5.370,0.132,K5III,1.453,Gru
8781,Markab,23.079348,15.205264,40.8831,2.490,-0.568,B9.5III,-0.002,Peg
8769,NaN,23.081160,-68.820226,53.4474,5.530,1.890,F4III,0.395,Ind
8784,NaN,23.085080,16.562837,36.2188,6.430,3.635,G8IV,0.886,Peg
8782,NaN,23.086052,-7.693801,64.2261,5.440,1.401,F2V,0.312,Aqr
8783,NaN,23.086904,-17.079250,198.0198,6.150,-0.334,K4III,1.370,Aqr
8785,NaN,23.088231,1.307127,117.2333,6.390,1.045,G9III,0.928,Psc
8788,NaN,23.105037,18.517765,43.5540,6.160,2.965,F6Vs,0.482,Peg
8792,NaN,23.108854,19.910853,27.9486,6.440,4.208,F7V,0.544,Peg
8797,NaN,23.110226,59.419760,346.0208,4.840,-2.856,B0.5IV,-0.060,Cas
8789,NaN,23.111345,-23.743115,66.3130,4.480,0.372,G8III,0.892,Aqr
8787,NaN,23.114650,-43.520358,40.4367,4.280,1.246,F5me...,0.423,Gru
8790,NaN,23.114894,-38.892293,87.3362,5.620,0.914,A0V,0.006,Gru
8795,NaN,23.116739,9.409492,100.8065,4.540,-0.477,M2III,1.559,Peg
8796,NaN,23.118539,25.468259,181.4882,4.760,-1.534,K0IIp,1.285,Peg
8791,NaN,23.119288,-49.606135,398.4064,6.330,-1.672,K4III,1.452,Gru
8801,NaN,23.119459,52.816601,108.9325,6.120,0.934,K0III,1.060,And
8803,NaN,23.119569,59.727394,418.4100,6.410,-1.698,B2.5IV,-0.030,Cas
8800,NaN,23.121667,46.068149,456.6210,6.660,-1.638,B2V,-0.059,And
8798,NaN,23.124368,32.825345,163.3987,6.130,0.064,A3,0.137,Peg
8799,NaN,23.124642,21.134251,39.4011,5.970,2.992,A5V,0.259,Peg
8804,NaN,23.127575,46.387231,106.9519,5.300,0.154,K5III,1.409,And
8805,NaN,23.129260,49.295776,34.3407,5.680,3.001,F5V,0.449,And
8808,NaN,23.129928,63.633466,409.8361,6.250,-1.813,B3V,-0.025,Cep
8819,NaN,23.131623,75.387496,75.6430,4.410,0.016,G2III,0.802,Cep
8811,NaN,23.132556,64.222532,324.6753,6.210,-1.347,K0,1.084,Cep
8806,NaN,23.136781,44.561848,186.5672,6.510,0.156,A2IV,0.168,And
8802,NaN,23.139186,-28.823697,82.4402,5.600,1.019,G8III,0.882,Scl
8786,NaN,23.139888,-79.480689,73.4754,6.110,1.779,A7Vn,0.145,Oct
8794,NaN,23.143212,-73.586116,184.1621,6.180,-0.146,K3III,1.419,Ind
8807,NaN,23.144700,2.127883,81.4996,5.420,0.864,G8IV,0.908,Psc
8812,NaN,23.157443,-21.172410,82.9876,3.680,-0.915,K1III,1.202,Aqr
8815,NaN,23.158738,8.677161,239.8082,5.050,-1.849,M4Sv,1.484,Peg
8822,NaN,23.162261,59.332692,534.7594,5.680,-2.961,A5III,0.315,Cas
8813,NaN,23.162397,-28.088572,199.2032,5.880,-0.616,K2III,1.311,Scl
8816,NaN,23.163764,-14.510552,104.2753,6.430,1.339,A0V,0.010,Aqr
8817,NaN,23.165249,-22.457611,154.5595,4.710,-1.235,A3IV:,0.674,Aqr
8814,NaN,23.165955,-42.861292,33.4113,5.830,3.211,F4IV,0.475,Gru
8821,NaN,23.167072,9.822082,248.1390,5.390,-1.583,B9III,-0.068,Peg
8818,NaN,23.169370,-40.591547,281.6901,5.900,-1.349,M4III,1.565,Gru
8809,NaN,23.170034,-66.857644,63.6132,6.470,2.452,K0IV,0.956,Ind
8820,NaN,23.172640,-45.246711,56.1798,3.880,0.132,K0III SB,0.998,Gru
8825,NaN,23.174235,43.544232,27.6472,5.910,3.702,F5IV,0.450,And
8824,NaN,23.178510,17.594372,155.5210,5.680,-0.279,K4III,1.330,Peg
8823,NaN,23.179610,-29.525143,110.2536,6.530,1.318,F0V,0.282,Scl
8826,NaN,23.195608,8.720116,74.2942,5.150,0.795,A5Vn,0.139,Peg
8827,NaN,23.197001,26.847308,70.1754,6.190,1.959,G8III-IV,0.937,Peg
8810,NaN,23.203457,-80.912700,227.2727,6.430,-0.353,K4III,1.498,Oct
8830,NaN,23.209160,49.406207,24.5881,4.530,2.576,F0V,0.302,And
8831,NaN,23.217775,29.441525,116.5501,6.340,1.007,G8III,0.924,Peg
8832,NaN,23.221098,57.168355,6.5462,5.570,6.490,K3Vvar,1.000,Cas
8828,NaN,23.220916,-49.618607,255.7545,6.800,-0.239,G8/K0III,0.922,Gru
8833,NaN,23.224029,11.065001,105.9322,5.850,0.725,G5III:,1.004,Peg
8829,NaN,23.235072,-62.700004,29.3513,6.120,3.782,G5IV,0.787,Tuc
8837,NaN,23.237325,50.617891,123.6094,6.320,0.860,A0V,-0.005,And
8834,NaN,23.238711,-6.049003,61.9579,4.220,0.260,M2III,1.545,Aqr
8838,NaN,23.239366,29.771831,104.3841,6.410,1.317,F6IVw,0.448,Peg
8839,NaN,23.243468,24.102898,176.0563,6.360,0.132,K2III,1.167,Peg
8844,NaN,23.243622,74.231268,138.8889,5.890,0.177,A0V,-0.010,Cep
8836,NaN,23.244492,-10.688715,193.4236,6.130,-0.303,K5III,1.504,Aqr
8835,NaN,23.249611,-41.105397,76.5697,5.770,1.350,K2III,1.160,Gru
8840,NaN,23.259516,-3.496380,71.2251,5.560,1.297,A3V,0.062,Aqr
8851,NaN,23.260477,70.888080,116.2791,5.550,0.222,F0IV,0.263,Cep
8842,NaN,23.262858,28.247898,265.9574,6.510,-0.614,G5III,0.833,Peg
8841,NaN,23.264859,-9.087737,45.9348,4.240,0.929,K0III,1.107,Aqr
8845,NaN,23.266078,24.770945,44.4840,6.570,3.329,F5V,0.415,Peg
8854,NaN,23.274181,61.962948,100000.0000,6.530,-13.470,B0Vn,0.164,Cas
8846,NaN,23.277719,-44.489166,89.2061,5.920,1.168,K1III,1.053,Gru
8853,NaN,23.278405,53.213476,20.5044,5.580,4.021,F7V,0.556,Cas
8847,NaN,23.280510,-41.194395,158.9825,6.490,0.483,K0III,1.070,Gru
8850,NaN,23.280817,-7.726504,187.9699,4.930,-1.440,M3III,1.613,Aqr
8843,NaN,23.282659,-62.001198,20.5381,5.640,4.077,F7V,0.521,Tuc
8852,NaN,23.286094,3.282289,42.3012,3.700,0.568,G7III,0.916,Psc
8857,NaN,23.287958,45.164167,77.5194,6.440,1.993,K0IV,1.077,And
8867,NaN,23.288574,75.299025,183.8235,6.350,0.028,A2Vs,0.049,Cep
8848,NaN,23.290498,-58.235734,23.0574,3.990,2.176,F1III,0.410,Tuc
8856,NaN,23.294467,-11.712942,121.3592,6.330,0.910,A1/A2IV/V,0.058,Aqr
8860,NaN,23.295732,49.015300,172.7116,4.820,-1.367,M2III,1.668,And
8858,NaN,23.298393,-9.182513,123.1527,4.410,-1.042,B5Vn,-0.144,Aqr
8861,NaN,23.298890,45.488924,179.8561,6.480,0.205,B9p...,-0.037,And
8859,NaN,23.302739,-40.824361,35.4108,5.540,2.794,F5V,0.445,Gru
8855,NaN,23.305557,-67.471177,196.4637,6.150,-0.316,K2/K3III,1.356,Ind
8864,NaN,23.306479,41.773676,129.5337,5.980,0.418,A7m,0.215,And
8872,NaN,23.310400,68.111445,62.2665,4.750,0.779,K0III,0.836,Cep
8863,NaN,23.313733,-32.532027,55.8659,4.410,0.674,K1III,1.109,Scl
8865,NaN,23.316021,-9.610750,80.1925,4.990,0.469,A0V,-0.022,Aqr
8870,NaN,23.317333,45.136751,132.9787,6.510,0.891,A5Vn,0.174,And
8866,NaN,23.318518,-13.458552,21.1193,5.200,3.577,G6/G8IV,0.787,Aqr
8849,NaN,23.319045,-79.472409,142.6534,6.340,0.569,K0III,0.913,Oct
8868,NaN,23.323327,-5.124352,34.1647,5.560,2.892,F3IV,0.386,Aqr
8869,NaN,23.323363,-18.075376,427.3504,5.960,-2.194,K2/K3III,1.534,Aqr
8873,NaN,23.324281,34.793183,305.8104,6.320,-1.107,B8III,-0.053,Peg
8874,NaN,23.324945,48.625322,87.7193,5.440,0.725,K0III,1.014,And
8875,NaN,23.328193,48.380935,114.9425,6.290,0.988,K1III,1.123,And
8871,NaN,23.328651,-33.708052,181.8182,6.350,0.052,K2III,1.308,Scl
8876,NaN,23.331225,42.078044,147.4926,5.810,-0.034,M0III,1.512,And
8881,NaN,23.337326,61.970129,324.6753,6.390,-1.167,K1V,1.678,Cas
8878,NaN,23.339051,5.381307,132.6260,5.050,-0.563,K2III,1.204,Psc
8886,NaN,23.342927,62.213264,657.8947,6.410,-2.681,K2III,1.605,Cas
8880,NaN,23.343956,23.740337,49.5786,4.580,1.104,A5V,0.180,Peg
8879,NaN,23.344691,-5.907975,113.1222,6.170,0.902,K0III,1.089,Aqr
8884,NaN,23.345583,44.116167,75.2445,6.250,1.868,A5Vn,0.152,And
8882,NaN,23.347097,30.414921,128.7001,5.580,0.032,M0III,1.501,Peg
8877,NaN,23.347267,-50.306559,86.2069,6.040,1.362,Fm...,0.423,Gru
8885,NaN,23.348123,38.182326,41.9639,5.770,2.656,F5V,0.468,And
8883,NaN,23.354305,-26.986769,101.3171,5.650,0.622,G5IV,0.817,Scl
8887,NaN,23.365259,31.812465,254.4529,5.350,-1.678,B6III,-0.101,Peg
8888,NaN,23.366183,26.608901,69.9301,6.590,2.367,F5V,0.400,Peg
8894,NaN,23.375702,60.133485,526.3158,5.560,-3.046,K3II,1.679,Cas
8890,NaN,23.377547,-15.039338,65.3595,5.190,1.113,A3V,0.203,Aqr
8891,NaN,23.377920,20.828716,175.1313,6.280,0.063,B9.5V,-0.033,Peg
8889,NaN,23.382424,-60.055843,260.4167,6.080,-0.998,M3III,1.603,Tuc
8892,NaN,23.382842,-20.100580,50.1002,3.960,0.461,K0III,1.082,Aqr
8893,NaN,23.384602,12.313910,119.0476,5.090,-0.289,K3III,1.315,Peg
8897,NaN,23.392207,0.291325,206.6116,6.330,-0.246,K2,1.583,Psc
8896,NaN,23.395950,-43.124429,301.2048,6.120,-1.274,K3III,1.464,Gru
8899,NaN,23.396532,32.531304,68.4463,6.700,2.523,FVw,0.452,Peg
8895,NaN,23.398470,-53.808740,118.6240,6.130,0.759,A4III,0.258,Gru
8900,NaN,23.402182,-18.688006,96.3391,6.180,1.261,K0III,1.020,Aqr
8898,NaN,23.403681,-51.891174,180.5054,5.750,-0.532,M0III,1.611,Gru
8902,NaN,23.409697,41.112905,492.6108,6.720,-1.743,B8III,0.007,And
8904,NaN,23.413959,62.282806,240.9639,4.960,-1.950,M1III,1.676,Cas
8903,NaN,23.414120,32.384882,145.1379,5.560,-0.249,B9III,-0.075,Peg
8901,NaN,23.422062,-56.848985,89.0472,5.600,0.852,K0III,1.063,Tuc
8905,NaN,23.422993,23.404101,52.2466,4.420,0.830,F8IV,0.617,Peg
8906,NaN,23.434108,-20.642014,86.8810,4.380,-0.315,K4III,1.460,Aqr
8907,NaN,23.443490,-52.721603,30.7692,5.530,3.089,F4V,0.409,Gru
8911,NaN,23.448876,1.255608,47.0588,4.950,1.587,A0p,0.036,Psc
8938,NaN,23.449990,87.307504,102.1450,5.560,0.514,A7IV,0.250,Cep
8913,NaN,23.452050,42.912010,91.9963,5.750,0.931,B9III,-0.007,And
8908,NaN,23.452070,-66.580886,298.5075,6.470,-0.905,K4III,1.455,Tuc
8910,NaN,23.452527,-50.157244,140.2525,6.220,0.485,B9V,-0.080,Phe
8912,NaN,23.454109,1.122609,112.9944,6.260,0.995,G7III,1.013,Psc
8909,NaN,23.454157,-58.476110,96.3391,5.630,0.711,G8III,0.983,Tuc
8918,NaN,23.454580,70.359782,65.3595,5.600,1.523,A6IV,0.163,Cep
8915,NaN,23.461218,25.167281,110.6195,5.990,0.771,A0MNp...,-0.066,Peg
8916,NaN,23.466138,6.378992,45.5373,4.270,0.978,K1III,1.062,Psc
8914,NaN,23.466858,-35.544485,172.7116,6.340,0.153,K2III,1.201,Scl
8862,NaN,23.467660,-87.482214,149.0313,5.500,-0.366,K2III,1.278,Oct
8917,NaN,23.468109,-11.449752,125.4705,6.370,0.877,G6/G8III,0.902,Aqr
8921,NaN,23.483518,-9.266104,287.3563,6.200,-1.092,K0,1.438,Aqr
8920,NaN,23.483560,-44.498068,161.2903,6.430,0.392,K2III,1.177,Phe
8919,NaN,23.483598,-63.110656,118.4834,5.660,0.292,Ap Si,-0.142,Tuc
8922,NaN,23.484911,23.048083,136.0544,6.450,0.781,G9III,1.088,Peg
8923,NaN,23.485915,12.760554,53.6193,4.540,0.893,G8III,0.939,Peg
8924,NaN,23.492245,-4.532747,47.3037,6.260,2.886,K3IIIvar,1.123,Aqr
8926,NaN,23.500536,58.548920,190.4762,4.890,-1.509,B3IV,-0.122,Cas
8925,NaN,23.502057,49.133145,277.0083,6.190,-1.022,K5III,1.464,And
8927,NaN,23.510988,38.662253,208.7683,6.070,-0.528,G9III,0.992,And
8928,NaN,23.516984,-6.288082,460.8295,6.390,-1.928,K0,1.259,Aqr
8930,NaN,23.521490,39.236198,79.1766,5.220,0.727,K0III,1.029,And
8929,NaN,23.524152,-44.843579,104.9318,6.020,0.915,K0III,1.014,Phe
8931,NaN,23.525417,-4.087406,26.1165,6.500,4.415,F8V,0.531,Aqr
8932,NaN,23.528345,-21.369457,76.1615,6.240,1.831,F0V,0.319,Aqr
8933,NaN,23.528620,28.403489,129.0323,6.410,0.857,A1p Sr(CrEu),0.035,Peg
8934,NaN,23.532657,-1.085885,206.6116,6.390,-0.186,K1III,1.177,Psc
8936,NaN,23.540218,34.952343,208.7683,6.660,0.062,B8V,-0.045,Peg
8937,NaN,23.549512,-37.818268,53.3618,4.380,0.744,B9.5IVMNpe.,-0.095,Scl
8939,NaN,23.554618,-20.914504,90.0090,4.700,-0.071,A0V,0.020,Aqr
8935,NaN,23.555432,-77.385327,31.4367,5.820,3.333,G2V,0.681,Oct
8940,NaN,23.557804,22.498775,159.4896,5.330,-0.684,M5IIIa,1.481,Peg
8941,NaN,23.561942,45.058100,183.8235,6.250,-0.072,G8II,0.986,And
8942,NaN,23.565414,20.840934,277.7778,6.100,-1.118,M3III,1.654,Peg
8943,NaN,23.565884,31.325277,168.3502,4.970,-1.161,K4III,1.383,Peg
8944,NaN,23.569171,-1.247567,64.9351,5.910,1.848,A2m,0.299,Psc
8947,NaN,23.577095,40.236441,80.3213,5.550,1.026,A1III,0.096,And
8948,NaN,23.577279,33.497328,88.9680,5.630,0.884,K0III:,1.042,Peg
8950,NaN,23.579650,38.024000,232.5581,6.180,-0.653,K5,1.586,And
8946,NaN,23.580378,-15.246005,113.8952,5.950,0.667,K4III,1.350,Aqr
8952,NaN,23.583065,71.642043,645.1613,5.860,-3.188,K0Ib,1.681,Cep
8949,NaN,23.584599,-42.615075,76.2777,4.690,0.278,A2V,0.078,Phe
8945,NaN,23.586937,-64.689122,90.0901,7.120,2.347,F2IV/V,0.366,Tuc
8951,NaN,23.592242,-7.464431,144.3001,6.400,0.604,G5III:,0.874,Aqr
8953,NaN,23.598873,24.561012,278.5515,6.440,-0.785,M1III,1.703,Peg
8954,NaN,23.606468,2.102222,30.9789,5.680,3.225,F6Vbwvar,0.449,Psc
8955,NaN,23.608476,32.904215,72.0461,6.350,2.062,F6V,0.459,And
8956,NaN,23.618160,-31.871136,304.8780,6.510,-0.911,K1III,1.253,Scl
8962,NaN,23.625567,44.428994,247.5248,5.810,-1.158,B8V,-0.064,And
8961,NaN,23.626056,46.458152,26.4061,3.810,1.701,G8III-IV,0.984,And
8958,NaN,23.627655,-13.060243,81.9001,5.660,1.094,K0III,1.025,Aqr
8960,NaN,23.627705,16.825495,112.7396,6.260,1.000,A1V,0.025,Peg
8959,NaN,23.630827,-45.492351,61.3874,4.740,0.800,A2V,0.082,Phe
8963,NaN,23.632445,18.400667,71.3776,5.490,1.222,A1Vn,0.010,Peg
8964,NaN,23.632888,46.199437,23.3318,6.580,4.740,G5,0.665,And
8965,NaN,23.635610,43.268073,153.1394,4.290,-1.635,B8V,-0.083,And
8957,NaN,23.639926,-76.869552,161.8123,5.990,-0.055,K0II/III,0.907,Oct
8967,NaN,23.652316,50.471733,129.1990,5.350,-0.206,B9V,-0.061,And
